"Recipient Type","Recipient Name","Nit o Identificacion","Workplace","Specialty","Categoria de la Transferencia","Date of Provision","Place","Purpose","Details","Amount (COP)"
"HCP","Dr. Carlos Gaviria","CC-1497473900","Clínica Portoazul (Barranquilla)","Radiología","HONORARIOS","2026-05-01","Barranquilla","Servicios de consultoría médica especializada","Factura CO-20260501-655",3146017
"HCP","Dr. Sebastian Rojas","CC-1843059247","Clínica Valle del Lili (Cali)","Dermatología","DONACIONES","2026-01-30","Cali","Aporte liberal para centro de investigación pública","Factura CO-20260130-656",18272136
"INSTITUTION","Hospital Universitario San Ignacio (Bogotá)","NIT-416154466-5","","","REUNIONES","2026-04-14","Villavicencio","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260414-657",81930
"HCP","Dr. Juan Uribe","CC-1332912832","Hospital Universitario San Ignacio (Bogotá)","Oncología","DONACIONES","2026-05-24","Bogotá","Beca de estudio científico institucional","Factura CO-20260524-658",22270324
"HCP","Dr. Diana Gaviria","CC-1280708766","Fundación Santa Fe de Bogotá","Cardiología","HONORARIOS","2026-05-16","Bogotá","Contrato de advisory board farmacéutico","Factura CO-20260516-659",1165798
"HCP","Dr. Patricia Moreno","CC-1761286664","Clínica Portoazul (Barranquilla)","Neurología","DONACIONES","2026-03-25","Barranquilla","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260325-660",10216538
"HCP","Dr. Gabriela Munoz","CC-1502802699","Hospital General de Medellín","Neurología","HONORARIOS","2026-03-14","Medellín","Asesoría científica en junta médica","Factura CO-20260314-661",4397342
"HCP","Dr. Salome Sanchez","CC-1462780103","Hospital General de Medellín","Medicina Interna","HONORARIOS","2026-01-28","Medellín","Asesoría científica en junta médica","Factura CO-20260128-662",998934
"HCP","Dr. Gabriela Munoz","CE-455008","Hospital Universitario San Ignacio (Bogotá)","Ginecología","DONACIONES","2026-05-01","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260501-663",3393834
"HCP","Dr. Andres Echeverri","CC-1648841793","Fundación Santa Fe de Bogotá","Cardiología","DONACIONES","2026-02-16","Bogotá","Aporte liberal para centro de investigación pública","Factura CO-20260216-664",1654649
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-661945269-0","","","VIAJES","2026-01-27","Cali","Gastos de viáticos internacionales","Factura CO-20260127-665",3746269
"HCP","Dr. Sofia Romero","CC-1425546330","Clínica Imbanaco (Cali)","Cirugía General","HONORARIOS","2026-02-11","Cali","Servicios de consultoría médica especializada","Factura CO-20260211-666",2075995
"HCP","Dr. Isabella Martinez","CC-1247138935","Fundación Santa Fe de Bogotá","Cardiología","REUNIONES","2026-03-05","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260305-667",434532
"HCP","Dr. Mateo Uribe","CC-1805793229","Fundación Cardioinfantil (Bogotá)","Cirugía General","HONORARIOS","2026-04-18","Bogotá","Contrato de advisory board farmacéutico","Factura CO-20260418-668",445991
"HCP","Dr. Natalia Salazar","CC-1341732502","Clínica Imbanaco (Cali)","Cirugía General","HONORARIOS","2026-03-29","Cali","Docencia en conferencia regional de salud","Factura CO-20260329-669",3676861
"HCP","Dr. Gabriela Moreno","CC-1504610433","Hospital Departamental de Villavicencio","Pediatría","REUNIONES","2026-04-24","Villavicencio","Inscripción a simposio nacional de cardiología","Factura CO-20260424-670",677948
"HCP","Dr. Valeria Rojas","CE-317523","Hospital General de Medellín","Cardiología","VIAJES","2026-02-10","Medellín","Gastos de viáticos internacionales","Factura CO-20260210-671",837236
"INSTITUTION","Clínica Portoazul (Barranquilla)","NIT-789247925-5","","","DONACIONES","2026-02-13","Villavicencio","Aporte liberal para centro de investigación pública","Factura CO-20260213-672",23994524
"HCP","Dr. Felipe Castro","CC-1599255143","Hospital Departamental de Villavicencio","Cardiología","REUNIONES","2026-04-13","Villavicencio","Participación en mesa redonda de oncología","Factura CO-20260413-673",435343
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-325459473-8","","","REUNIONES","2026-05-24","Villavicencio","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260524-674",189177
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-939418252-2","","","VIAJES","2026-02-06","Cali","Gastos de viáticos internacionales","Factura CO-20260206-675",2994685
"HCP","Dr. Sebastian Gomez","CC-1565333194","Hospital General de Medellín","Anestesiología","HONORARIOS","2026-03-14","Medellín","Servicios de consultoría médica especializada","Factura CO-20260314-676",3935281
"HCP","Dr. Mauricio Perez","CC-1786464700","Hospital Universitario San Ignacio (Bogotá)","Cirugía General","HONORARIOS","2026-04-05","Bogotá","Servicios de consultoría médica especializada","Factura CO-20260405-677",1237904
"HCP","Dr. Ricardo Castro","CC-1844134452","Hospital Pablo Tobón Uribe (Medellín)","Medicina Interna","DONACIONES","2026-04-08","Medellín","Donación de equipo ecográfico portátil","Factura CO-20260408-678",16601530
"HCP","Dr. Sofia Bermudez","CC-1848906283","Hospital Universitario San Ignacio (Bogotá)","Anestesiología","REUNIONES","2026-02-04","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260204-679",846637
"HCP","Dr. Gabriela Romero","CC-1128436659","Clínica Foscal (Bucaramanga)","Ginecología","HONORARIOS","2026-04-23","Bucaramanga","Contrato de advisory board farmacéutico","Factura CO-20260423-680",425719
"HCP","Dr. Sofia Restrepo","CC-1111010253","Hospital General de Medellín","Ginecología","DONACIONES","2026-03-28","Medellín","Aporte liberal para centro de investigación pública","Factura CO-20260328-681",11992183
"HCP","Dr. Natalia Gomez","CE-345221","Fundación Santa Fe de Bogotá","Medicina Interna","REUNIONES","2026-05-10","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260510-682",432795
"HCP","Dr. Salome Rojas","CC-1488165202","Clínica Imbanaco (Cali)","Cardiología","VIAJES","2026-03-06","Cali","Alojamiento en hotel para convención científica","Factura CO-20260306-683",565153
"INSTITUTION","Hospital Universitario San Ignacio (Bogotá)","NIT-260314266-6","","","DONACIONES","2026-05-07","Medellín","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260507-684",20313664
"HCP","Dr. Felipe Gonzalez","CE-444462","Hospital Universitario San Ignacio (Bogotá)","Medicina Interna","VIAJES","2026-03-28","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260328-685",2260906
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-455205339-6","","","REUNIONES","2026-02-22","Medellín","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260222-686",390526
"HCP","Dr. Mateo Vargas","CC-1760105787","Hospital General de Medellín","Radiología","HONORARIOS","2026-02-05","Medellín","Servicios de consultoría médica especializada","Factura CO-20260205-687",4298491
"INSTITUTION","Clínica Imbanaco (Cali)","NIT-964555503-8","","","HONORARIOS","2026-02-04","Cali","Docencia en conferencia regional de salud","Factura CO-20260204-688",1685744
"HCP","Dr. Gustavo Martinez","CE-147162","Clínica Imbanaco (Cali)","Cardiología","DONACIONES","2026-04-29","Cali","Aporte liberal para centro de investigación pública","Factura CO-20260429-689",11778090
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-253637243-8","","","REUNIONES","2026-04-12","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260412-690",76481
"HCP","Dr. Daniela Romero","CC-1340777371","Clínica Valle del Lili (Cali)","Neurología","DONACIONES","2026-05-16","Cali","Aporte liberal para centro de investigación pública","Factura CO-20260516-691",4658212
"HCP","Dr. Santiago Hernandez","CC-1734093182","Clínica Valle del Lili (Cali)","Ginecología","DONACIONES","2026-03-06","Cali","Aporte liberal para centro de investigación pública","Factura CO-20260306-692",9505177
"HCP","Dr. Daniela Ortiz","CC-1473219360","Clínica Portoazul (Barranquilla)","Cardiología","HONORARIOS","2026-04-19","Barranquilla","Docencia en conferencia regional de salud","Factura CO-20260419-693",4004366
"HCP","Dr. Carolina Jimenez","CC-1438155823","Clínica Imbanaco (Cali)","Oncología","REUNIONES","2026-01-26","Cali","Participación en mesa redonda de oncología","Factura CO-20260126-694",61287
"HCP","Dr. Gustavo Vargas","CC-1298621615","Clínica Imbanaco (Cali)","Ginecología","REUNIONES","2026-05-07","Cali","Inscripción a simposio nacional de cardiología","Factura CO-20260507-695",218478
"HCP","Dr. Felipe Restrepo","CC-1444712758","Hospital General de Medellín","Dermatología","DONACIONES","2026-04-15","Medellín","Aporte liberal para centro de investigación pública","Factura CO-20260415-696",22900561
"INSTITUTION","Hospital General de Medellín","NIT-877118075-5","","","DONACIONES","2026-05-07","Barranquilla","Beca de estudio científico institucional","Factura CO-20260507-697",4143330
"HCP","Dr. Daniela Ortiz","CC-1711185612","Clínica Imbanaco (Cali)","Neurología","REUNIONES","2026-03-14","Cali","Inscripción a simposio nacional de cardiología","Factura CO-20260314-698",421205
"HCP","Dr. Mauricio Velasquez","CC-1687235224","Hospital Universitario San Ignacio (Bogotá)","Ginecología","VIAJES","2026-03-27","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260327-699",547679
"HCP","Dr. Juan Lopez","CC-1077495172","Hospital Pablo Tobón Uribe (Medellín)","Ginecología","DONACIONES","2026-05-24","Medellín","Aporte liberal para centro de investigación pública","Factura CO-20260524-700",1550446
"HCP","Dr. Claudia Echeverri","CC-1555563730","Clínica Imbanaco (Cali)","Pediatría","HONORARIOS","2026-02-15","Cali","Asesoría científica en junta médica","Factura CO-20260215-701",525603
"HCP","Dr. Diana Gaviria","CE-218841","Hospital Universitario San Ignacio (Bogotá)","Medicina Interna","VIAJES","2026-05-16","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260516-702",2304488
"HCP","Dr. Natalia Bermudez","CC-1074894488","Clínica Imbanaco (Cali)","Medicina Interna","REUNIONES","2026-03-14","Cali","Participación en mesa redonda de oncología","Factura CO-20260314-703",195494
"HCP","Dr. Mateo Diaz","CE-470202","Clínica Valle del Lili (Cali)","Radiología","DONACIONES","2026-04-10","Cali","Aporte liberal para centro de investigación pública","Factura CO-20260410-704",4490862
"HCP","Dr. Patricia Munoz","CE-739191","Fundación Cardioinfantil (Bogotá)","Anestesiología","HONORARIOS","2026-05-19","Bogotá","Contrato de advisory board farmacéutico","Factura CO-20260519-705",1117441
"HCP","Dr. Luciana Salazar","CC-1383511675","Clínica Portoazul (Barranquilla)","Cardiología","DONACIONES","2026-02-20","Barranquilla","Beca de estudio científico institucional","Factura CO-20260220-706",4871022
"HCP","Dr. Jorge Gonzalez","CC-1880016606","Clínica Portoazul (Barranquilla)","Cirugía General","DONACIONES","2026-04-30","Barranquilla","Donación de equipo ecográfico portátil","Factura CO-20260430-707",15577526
"HCP","Dr. Nicolas Gaviria","CC-1834627949","Clínica Imbanaco (Cali)","Cardiología","REUNIONES","2026-02-22","Cali","Inscripción a simposio nacional de cardiología","Factura CO-20260222-708",790568
"HCP","Dr. Alvaro Lopez","CC-1366727542","Fundación Santa Fe de Bogotá","Anestesiología","VIAJES","2026-04-25","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260425-709",3671229
"INSTITUTION","Clínica Portoazul (Barranquilla)","NIT-647126332-7","","","HONORARIOS","2026-01-31","Medellín","Contrato de advisory board farmacéutico","Factura CO-20260131-710",518768
"HCP","Dr. Mateo Sanchez","CC-1474110546","Fundación Cardioinfantil (Bogotá)","Medicina Interna","VIAJES","2026-03-17","Bogotá","Alojamiento en hotel para convención científica","Factura CO-20260317-711",3153427
"HCP","Dr. Luis Rodriguez","CC-1559177770","Hospital General de Medellín","Dermatología","VIAJES","2026-02-12","Medellín","Gastos de viáticos internacionales","Factura CO-20260212-712",741525
"HCP","Dr. Felipe Romero","CC-1361032137","Hospital Departamental de Villavicencio","Anestesiología","HONORARIOS","2026-02-09","Villavicencio","Contrato de advisory board farmacéutico","Factura CO-20260209-713",3980687
"INSTITUTION","Clínica Portoazul (Barranquilla)","NIT-511413085-8","","","DONACIONES","2026-05-04","Bucaramanga","Aporte liberal para centro de investigación pública","Factura CO-20260504-714",11087617
"HCP","Dr. Diana Uribe","CC-1442298555","Hospital General de Medellín","Oncología","HONORARIOS","2026-05-16","Medellín","Contrato de advisory board farmacéutico","Factura CO-20260516-715",2747695
"HCP","Dr. Sebastian Echeverri","CC-1319036345","Hospital Departamental de Villavicencio","Medicina Interna","HONORARIOS","2026-05-19","Villavicencio","Servicios de consultoría médica especializada","Factura CO-20260519-716",586515
"HCP","Dr. Ricardo Rojas","CC-1682664538","Hospital Pablo Tobón Uribe (Medellín)","Neurología","VIAJES","2026-04-15","Medellín","Alojamiento en hotel para convención científica","Factura CO-20260415-717",306646
"HCP","Dr. Sofia Echeverri","CC-1071701052","Clínica Foscal (Bucaramanga)","Oncología","HONORARIOS","2026-02-18","Bucaramanga","Docencia en conferencia regional de salud","Factura CO-20260218-718",280061
"INSTITUTION","Hospital General de Medellín","NIT-260335541-7","","","VIAJES","2026-05-05","Cali","Alojamiento en hotel para convención científica","Factura CO-20260505-719",618335
"HCP","Dr. Gabriela Perez","CC-1409791703","Clínica Valle del Lili (Cali)","Ginecología","REUNIONES","2026-02-22","Cali","Inscripción a simposio nacional de cardiología","Factura CO-20260222-720",386066
"HCP","Dr. Isabella Gonzalez","CC-1638966879","Fundación Santa Fe de Bogotá","Anestesiología","REUNIONES","2026-02-12","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260212-721",66644
"HCP","Dr. Valeria Diaz","CE-510825","Fundación Santa Fe de Bogotá","Oncología","DONACIONES","2026-04-04","Bogotá","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260404-722",22506255
"HCP","Dr. Daniel Martinez","CC-1837609920","Clínica Imbanaco (Cali)","Oncología","DONACIONES","2026-02-28","Cali","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260228-723",3493048
"HCP","Dr. Gabriela Gaviria","CC-1582826617","Hospital Pablo Tobón Uribe (Medellín)","Pediatría","REUNIONES","2026-03-12","Medellín","Participación en mesa redonda de oncología","Factura CO-20260312-724",542458
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-875893996-9","","","HONORARIOS","2026-03-01","Medellín","Contrato de advisory board farmacéutico","Factura CO-20260301-725",2842801
"HCP","Dr. Ricardo Alvarez","CC-1707221977","Fundación Cardioinfantil (Bogotá)","Radiología","VIAJES","2026-03-24","Bogotá","Gastos de viáticos internacionales","Factura CO-20260324-726",1608608
"HCP","Dr. Alejandro Gomez","CE-940362","Clínica Portoazul (Barranquilla)","Ginecología","VIAJES","2026-05-19","Barranquilla","Gastos de viáticos internacionales","Factura CO-20260519-727",486451
"HCP","Dr. Mauricio Montoya","CE-150080","Hospital Universitario San Ignacio (Bogotá)","Dermatología","VIAJES","2026-05-10","Bogotá","Gastos de viáticos internacionales","Factura CO-20260510-728",2427467
"HCP","Dr. Nicolas Alvarez","CC-1909593688","Fundación Cardioinfantil (Bogotá)","Radiología","DONACIONES","2026-03-10","Bogotá","Aporte liberal para centro de investigación pública","Factura CO-20260310-729",1604427
"HCP","Dr. Felipe Montoya","CC-1761516910","Hospital Pablo Tobón Uribe (Medellín)","Dermatología","VIAJES","2026-03-30","Medellín","Alojamiento en hotel para convención científica","Factura CO-20260330-730",435355
"INSTITUTION","Clínica Valle del Lili (Cali)","NIT-685076431-6","","","HONORARIOS","2026-03-05","Medellín","Asesoría científica en junta médica","Factura CO-20260305-731",1079568
"HCP","Dr. Daniela Echeverri","CC-1206859270","Fundación Cardioinfantil (Bogotá)","Ginecología","DONACIONES","2026-03-14","Bogotá","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260314-732",24897141
