"Recipient Type","Recipient Name","Codice Fiscale","Struttura","Specializzazione","Tipologia","Data","Place","Oggetto","Dettagli","Amount"
"HCP","Dr. Paola Greco","GRCPLP55C14F205H","Ospedale Civile di Padova","Dermatologia","PRESENTATION","2026-01-02","Genova","Presentazione di prodotto farmaceutico","Fattura IT-20260102-645",481
"HCP","Dr. Gabriele Bianchi","BNCGBR57R20F205H","Ospedale Cardarelli (Napoli)","Ginecologia","CONVENZIONI","2026-04-18","Bari","Contratto di advisory board","Fattura IT-20260418-646",214
"HCP","Dr. Silvia Fontana","FNTSLV68A18F205H","Ospedale Niguarda (Milano)","Ginecologia","CONSULTANCY","2026-01-02","Milano","Relazione scientifica convegno","Fattura IT-20260102-647",738
"HCP","Dr. Riccardo Fontana","FNTRCC75T20F205H","Policlinico Gemelli (Roma)","Radiologia","CONVENZIONI","2026-03-24","Roma","Incarico di docenza per seminario","Fattura IT-20260324-648",308
"HCP","Dr. Valeria Fontana","FNTVLR73M16F205H","Ospedale San Raffaele (Milano)","Cardiologia","CONVENZIONI","2026-02-18","Firenze","Accordo di consulenza scientifica","Fattura IT-20260218-649",694
"HCP","Dr. Giovanni Fontana","FNTGVN51B06F205H","Ospedale Cardarelli (Napoli)","Anestesiologia","DONAZIONI","2026-02-26","Bari","Erogazione per attrezzature di reparto","Fattura IT-20260226-650",2285
"HCP","Dr. Gabriele Bianchi","BNCGBR86T14F205H","Ospedale Careggi (Firenze)","Pediatria","PRESENTATION","2026-04-23","Bologna","Presentazione di prodotto farmaceutico","Fattura IT-20260423-651",77
"HCP","Dr. Ludovica Moretti","MRTLDV60E03F205H","Ospedale Niguarda (Milano)","Anestesiologia","PRESENTATION","2026-04-24","Milano","Briefing scientifico aziendale","Fattura IT-20260424-652",463
"HCP","Dr. Pietro Rizzo","RZZPTR71M18F205H","Ospedale Sant'Orsola (Bologna)","Dermatologia","CONSULTANCY","2025-12-29","Napoli","Partecipazione tavola rotonda","Fattura IT-20251229-653",165
"HCP","Dr. Aurora Bruno","BRNRRR58A14F205H","Ospedale Civile di Padova","Chirurgia Generale","CONVENZIONI","2026-03-14","Genova","Supporto alla ricerca clinica","Fattura IT-20260314-654",1732
"HCP","Dr. Leonardo Conti","CNTLNR50E24F205H","Policlinico Gemelli (Roma)","Oncologia","CONSULTANCY","2026-01-18","Roma","Partecipazione tavola rotonda","Fattura IT-20260118-655",438
"HCP","Dr. Sofia Rossi","RSSSFS80M16F205H","Ospedale Molinette (Torino)","Cardiologia","CONFERENCE_SUPPORT","2026-04-25","Padova","Copertura spese di ospitalità","Fattura IT-20260425-656",712
"HCP","Dr. Marco Conti","CNTMRC89L06F205H","Ospedale Niguarda (Milano)","Neurologia","CONSULTANCY","2026-01-22","Milano","Partecipazione tavola rotonda","Fattura IT-20260122-657",292
"HCP","Dr. Gabriele Moretti","MRTGBR79R19F205H","Ospedale San Raffaele (Milano)","Ginecologia","DONAZIONI","2026-05-14","Firenze","Erogazione per attrezzature di reparto","Fattura IT-20260514-658",7060
"HCP","Dr. Andrea De Luca","DLCNDR75B11F205H","Ospedale Molinette (Torino)","Pediatria","PRESENTATION","2026-01-29","Padova","Briefing scientifico aziendale","Fattura IT-20260129-659",646
"HCP","Dr. Emma Ferraro","FRRMMM72T06F205H","Ospedale San Martino (Genova)","Anestesiologia","CONSULTANCY","2026-05-11","Palermo","Partecipazione tavola rotonda","Fattura IT-20260511-660",818
"HCP","Dr. Greta Giordano","GRDGRT77T09F205H","Ospedale Careggi (Firenze)","Oncologia","CONVENZIONI","2026-03-02","Bologna","Incarico di docenza per seminario","Fattura IT-20260302-661",546
"HCP","Dr. Mattia Caruso","CRSMTT57A07F205H","Ospedale Careggi (Firenze)","Oncologia","DONAZIONI","2026-01-06","Bologna","Donazione materiale didattico","Fattura IT-20260106-662",1257
"HCP","Dr. Alice Mancini","MNCLCL83E19F205H","Ospedale Niguarda (Milano)","Anestesiologia","PRESENTATION","2026-02-16","Milano","Presentazione di prodotto farmaceutico","Fattura IT-20260216-663",119
"HCP","Dr. Aurora Santoro","SNTRRR59L11F205H","Policlinico Gemelli (Roma)","Medicina Interna","PRESENTATION","2026-02-01","Roma","Presentazione di prodotto farmaceutico","Fattura IT-20260201-664",418
"HCP","Dr. Riccardo Santoro","SNTRCC73E16F205H","Ospedale Careggi (Firenze)","Anestesiologia","PRESENTATION","2026-02-02","Bologna","Presentazione di prodotto farmaceutico","Fattura IT-20260202-665",564
"HCP","Dr. Leonardo Pellegrini","PLLLNR67H10F205H","Ospedale Careggi (Firenze)","Cardiologia","CONSULTANCY","2026-01-31","Bologna","Consulenza tecnica di prodotto","Fattura IT-20260131-666",503
"HCP","Dr. Mattia Bianchi","BNCMTT50H24F205H","Policlinico Gemelli (Roma)","Pediatria","DONAZIONI","2026-05-15","Roma","Donazione apparecchio ecografico","Fattura IT-20260515-667",2173
"HCP","Dr. Alice Esposito","SPSLCL74P01F205H","Ospedale Cardarelli (Napoli)","Radiologia","PRESENTATION","2026-04-20","Bari","Briefing scientifico aziendale","Fattura IT-20260420-668",698
"INSTITUTION","Ospedale Civile di Padova","PI318395841","","","CONFERENCE_SUPPORT","2026-01-22","Firenze","Quota di iscrizione congresso","Fattura IT-20260122-669",274
"HCP","Dr. Sofia Russo","RSSSFS68S01F205H","Ospedale Careggi (Firenze)","Oncologia","CONVENZIONI","2026-05-17","Bologna","Accordo di consulenza scientifica","Fattura IT-20260517-670",560
"HCP","Dr. Matteo Rizzo","RZZMTT79C08F205H","Ospedale San Raffaele (Milano)","Dermatologia","CONFERENCE_SUPPORT","2026-01-09","Firenze","Rimborso spese viaggio e alloggio","Fattura IT-20260109-671",284
"HCP","Dr. Luca Rinaldi","RNLLCL79H26F205H","Ospedale Cardarelli (Napoli)","Neurologia","CONFERENCE_SUPPORT","2026-01-26","Bari","Rimborso spese viaggio e alloggio","Fattura IT-20260126-672",685
"INSTITUTION","Ospedale San Raffaele (Milano)","PI863008057","","","DONAZIONI","2026-04-06","Padova","Supporto liberale borse di studio","Fattura IT-20260406-673",1506
"HCP","Dr. Emma Gallo","GLLMMM51E10F205H","Ospedale San Raffaele (Milano)","Ginecologia","CONSULTANCY","2026-04-22","Firenze","Relazione scientifica convegno","Fattura IT-20260422-674",370
"HCP","Dr. Mattia Romano","RMNMTT63H19F205H","Ospedale Sant'Orsola (Bologna)","Anestesiologia","CONVENZIONI","2026-05-22","Napoli","Accordo di consulenza scientifica","Fattura IT-20260522-675",571
"HCP","Dr. Matteo Rossi","RSSMTT82M01F205H","Ospedale Niguarda (Milano)","Chirurgia Generale","PRESENTATION","2026-03-12","Milano","Presentazione di prodotto farmaceutico","Fattura IT-20260312-676",276
"INSTITUTION","Ospedale San Martino (Genova)","PI825748484","","","CONFERENCE_SUPPORT","2026-03-06","Palermo","Quota di iscrizione congresso","Fattura IT-20260306-677",353
"HCP","Dr. Ludovica Esposito","SPSLDV80P25F205H","Ospedale San Martino (Genova)","Medicina Interna","CONVENZIONI","2026-05-02","Palermo","Contratto di advisory board","Fattura IT-20260502-678",1276
"HCP","Dr. Andrea Greco","GRCNDR54R22F205H","Ospedale Niguarda (Milano)","Medicina Interna","CONFERENCE_SUPPORT","2026-03-13","Milano","Copertura spese di ospitalità","Fattura IT-20260313-679",747
"HCP","Dr. Ludovica Gallo","GLLLDV78S17F205H","Ospedale Cardarelli (Napoli)","Dermatologia","DONAZIONI","2026-02-28","Bari","Erogazione per attrezzature di reparto","Fattura IT-20260228-680",8510
"HCP","Dr. Beatrice Barbier","BRBBTR50H04F205H","Ospedale San Martino (Genova)","Chirurgia Generale","PRESENTATION","2026-04-12","Palermo","Briefing scientifico aziendale","Fattura IT-20260412-681",424
"HCP","Dr. Davide Rizzo","RZZDVD72R15F205H","Ospedale Careggi (Firenze)","Radiologia","CONSULTANCY","2026-02-10","Bologna","Relazione scientifica convegno","Fattura IT-20260210-682",315
"HCP","Dr. Pietro Greco","GRCPTR72E15F205H","Ospedale Sant'Orsola (Bologna)","Cardiologia","PRESENTATION","2026-02-17","Napoli","Briefing scientifico aziendale","Fattura IT-20260217-683",657
"HCP","Dr. Luca Santoro","SNTLCL79C01F205H","Ospedale Molinette (Torino)","Cardiologia","CONFERENCE_SUPPORT","2026-03-29","Padova","Rimborso spese viaggio e alloggio","Fattura IT-20260329-684",688
"HCP","Dr. Leonardo Bianchi","BNCLNR68D11F205H","Ospedale Civile di Padova","Ginecologia","CONSULTANCY","2026-02-25","Genova","Partecipazione tavola rotonda","Fattura IT-20260225-685",716
"HCP","Dr. Alessandro Ferraro","FRRLSS68L16F205H","Ospedale Niguarda (Milano)","Anestesiologia","DONAZIONI","2025-12-31","Milano","Donazione materiale didattico","Fattura IT-20251231-686",6097
"HCP","Dr. Alessandro Greco","GRCLSS71E19F205H","Ospedale Niguarda (Milano)","Medicina Interna","PRESENTATION","2026-04-09","Milano","Presentazione di prodotto farmaceutico","Fattura IT-20260409-687",539
"HCP","Dr. Emma Rossi","RSSMMM67T03F205H","Policlinico Gemelli (Roma)","Ginecologia","PRESENTATION","2026-02-16","Roma","Briefing scientifico aziendale","Fattura IT-20260216-688",705
"HCP","Dr. Aurora Romano","RMNRRR57E12F205H","Ospedale San Martino (Genova)","Pediatria","PRESENTATION","2026-02-20","Palermo","Presentazione di prodotto farmaceutico","Fattura IT-20260220-689",665
"HCP","Dr. Paola Rossi","RSSPLP87R16F205H","Ospedale San Raffaele (Milano)","Pediatria","CONSULTANCY","2026-04-06","Firenze","Consulenza tecnica di prodotto","Fattura IT-20260406-690",563
"HCP","Dr. Davide Fontana","FNTDVD77E22F205H","Ospedale Careggi (Firenze)","Pediatria","DONAZIONI","2026-05-23","Bologna","Erogazione per attrezzature di reparto","Fattura IT-20260523-691",1406
"HCP","Dr. Giulia Costa","CSTGLG77A18F205H","Ospedale San Raffaele (Milano)","Pediatria","PRESENTATION","2026-01-19","Firenze","Presentazione di prodotto farmaceutico","Fattura IT-20260119-692",183
"HCP","Dr. Antonio Fontana","FNTNTN80R02F205H","Ospedale Careggi (Firenze)","Dermatologia","DONAZIONI","2026-02-24","Bologna","Supporto liberale borse di studio","Fattura IT-20260224-693",1432
"HCP","Dr. Riccardo Costa","CSTRCC78R24F205H","Ospedale Careggi (Firenze)","Ginecologia","CONVENZIONI","2026-01-27","Bologna","Incarico di docenza per seminario","Fattura IT-20260127-694",1285
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI994285654","","","CONFERENCE_SUPPORT","2026-02-07","Firenze","Rimborso spese viaggio e alloggio","Fattura IT-20260207-695",381
"HCP","Dr. Valeria Bianchi","BNCVLR51E06F205H","Policlinico di Bari","Neurologia","DONAZIONI","2026-04-27","Torino","Donazione materiale didattico","Fattura IT-20260427-696",1707
"HCP","Dr. Aurora Esposito","SPSRRR81M23F205H","Ospedale Civile di Padova","Chirurgia Generale","CONVENZIONI","2026-03-20","Genova","Accordo di consulenza scientifica","Fattura IT-20260320-697",540
"HCP","Dr. Pietro Rinaldi","RNLPTR72B02F205H","Ospedale Sant'Orsola (Bologna)","Chirurgia Generale","DONAZIONI","2026-03-16","Napoli","Donazione materiale didattico","Fattura IT-20260316-698",599
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI550106653","","","CONFERENCE_SUPPORT","2025-12-29","Bologna","Copertura spese di ospitalità","Fattura IT-20251229-699",144
"HCP","Dr. Beatrice Gallo","GLLBTR78M21F205H","Ospedale Sant'Orsola (Bologna)","Dermatologia","CONSULTANCY","2026-05-06","Napoli","Partecipazione tavola rotonda","Fattura IT-20260506-700",616
"HCP","Dr. Davide Ferraro","FRRDVD50S12F205H","Ospedale Molinette (Torino)","Dermatologia","CONVENZIONI","2026-04-02","Padova","Contratto di advisory board","Fattura IT-20260402-701",493
"HCP","Dr. Emma Pellegrini","PLLMMM59E12F205H","Ospedale San Raffaele (Milano)","Medicina Interna","CONSULTANCY","2026-04-03","Firenze","Partecipazione tavola rotonda","Fattura IT-20260403-702",798
"HCP","Dr. Emma Fontana","FNTMMM84T20F205H","Ospedale San Martino (Genova)","Medicina Interna","DONAZIONI","2026-02-08","Palermo","Erogazione per attrezzature di reparto","Fattura IT-20260208-703",2174
"HCP","Dr. Leonardo Gallo","GLLLNR63H09F205H","Ospedale Niguarda (Milano)","Cardiologia","CONVENZIONI","2026-02-10","Milano","Contratto di advisory board","Fattura IT-20260210-704",1784
"HCP","Dr. Andrea Pellegrini","PLLNDR80M19F205H","Ospedale Cardarelli (Napoli)","Dermatologia","CONSULTANCY","2026-03-21","Bari","Partecipazione tavola rotonda","Fattura IT-20260321-705",135
"HCP","Dr. Emma Colombo","CLMMMM51A15F205H","Ospedale Cardarelli (Napoli)","Anestesiologia","DONAZIONI","2026-02-17","Bari","Erogazione per attrezzature di reparto","Fattura IT-20260217-706",8964
"HCP","Dr. Gabriele Bianchi","BNCGBR80L12F205H","Ospedale Sant'Orsola (Bologna)","Cardiologia","CONFERENCE_SUPPORT","2026-01-10","Napoli","Quota di iscrizione congresso","Fattura IT-20260110-707",703
"HCP","Dr. Sofia Rossi","RSSSFS58R26F205H","Policlinico Gemelli (Roma)","Cardiologia","PRESENTATION","2026-02-21","Roma","Briefing scientifico aziendale","Fattura IT-20260221-708",550
"HCP","Dr. Giovanni Lombardi","LMBGVN85B08F205H","Ospedale Sant'Orsola (Bologna)","Pediatria","PRESENTATION","2026-04-08","Napoli","Briefing scientifico aziendale","Fattura IT-20260408-709",84
"HCP","Dr. Francesco Rossi","RSSFRN71M22F205H","Ospedale Careggi (Firenze)","Cardiologia","PRESENTATION","2026-03-19","Bologna","Presentazione di prodotto farmaceutico","Fattura IT-20260319-710",234
"HCP","Dr. Valeria Romano","RMNVLR83A10F205H","Ospedale San Martino (Genova)","Anestesiologia","CONFERENCE_SUPPORT","2026-02-13","Palermo","Copertura spese di ospitalità","Fattura IT-20260213-711",268
"HCP","Dr. Andrea Rossi","RSSNDR79L26F205H","Ospedale Careggi (Firenze)","Medicina Interna","CONSULTANCY","2026-04-27","Bologna","Consulenza tecnica di prodotto","Fattura IT-20260427-712",419
"HCP","Dr. Giorgia Pellegrini","PLLGRG73D25F205H","Ospedale Civile di Padova","Chirurgia Generale","PRESENTATION","2026-05-06","Genova","Presentazione di prodotto farmaceutico","Fattura IT-20260506-713",745
"HCP","Dr. Silvia Caruso","CRSSLV68R07F205H","Policlinico di Bari","Dermatologia","CONSULTANCY","2026-05-05","Torino","Consulenza tecnica di prodotto","Fattura IT-20260505-714",279
"HCP","Dr. Luca Gatti","GTTLCL72E22F205H","Ospedale Careggi (Firenze)","Radiologia","CONVENZIONI","2026-05-12","Bologna","Contratto di advisory board","Fattura IT-20260512-715",182
"HCP","Dr. Silvia Fontana","FNTSLV55M06F205H","Ospedale Molinette (Torino)","Neurologia","DONAZIONI","2026-01-13","Padova","Donazione apparecchio ecografico","Fattura IT-20260113-716",5788
"HCP","Dr. Alice Santoro","SNTLCL58C03F205H","Ospedale Careggi (Firenze)","Medicina Interna","CONVENZIONI","2026-04-08","Bologna","Supporto alla ricerca clinica","Fattura IT-20260408-717",570
"HCP","Dr. Sofia Giordano","GRDSFS80P10F205H","Ospedale Niguarda (Milano)","Medicina Interna","DONAZIONI","2026-04-03","Milano","Supporto liberale borse di studio","Fattura IT-20260403-718",1931
"HCP","Dr. Paola Esposito","SPSPLP76A10F205H","Ospedale Niguarda (Milano)","Ginecologia","CONSULTANCY","2026-05-07","Milano","Relazione scientifica convegno","Fattura IT-20260507-719",829
"HCP","Dr. Francesco Gatti","GTTFRN64M02F205H","Ospedale Niguarda (Milano)","Cardiologia","PRESENTATION","2026-01-01","Milano","Presentazione di prodotto farmaceutico","Fattura IT-20260101-720",388
"HCP","Dr. Filippo Santoro","SNTFLP51B13F205H","Ospedale Molinette (Torino)","Neurologia","DONAZIONI","2026-03-02","Padova","Supporto liberale borse di studio","Fattura IT-20260302-721",2252
"HCP","Dr. Filippo Fontana","FNTFLP56S22F205H","Ospedale Civile di Padova","Dermatologia","CONVENZIONI","2026-04-22","Genova","Supporto alla ricerca clinica","Fattura IT-20260422-722",379
"INSTITUTION","Ospedale Sant'Orsola (Bologna)","PI217760172","","","DONAZIONI","2025-12-27","Milano","Donazione materiale didattico","Fattura IT-20251227-723",674
"HCP","Dr. Silvia Costa","CSTSLV78S01F205H","Policlinico di Bari","Pediatria","PRESENTATION","2026-01-29","Torino","Presentazione di prodotto farmaceutico","Fattura IT-20260129-724",366
"HCP","Dr. Ludovica Gatti","GTTLDV79E03F205H","Policlinico di Bari","Chirurgia Generale","CONVENZIONI","2026-05-11","Torino","Accordo di consulenza scientifica","Fattura IT-20260511-725",583
"HCP","Dr. Riccardo Russo","RSSRCC82M07F205H","Policlinico Gemelli (Roma)","Pediatria","PRESENTATION","2026-05-24","Roma","Presentazione di prodotto farmaceutico","Fattura IT-20260524-726",466
"HCP","Dr. Emma Bruno","BRNMMM75C20F205H","Ospedale Molinette (Torino)","Cardiologia","CONVENZIONI","2026-05-11","Padova","Contratto di advisory board","Fattura IT-20260511-727",1364
"HCP","Dr. Aurora Costa","CSTRRR65L12F205H","Ospedale Sant'Orsola (Bologna)","Neurologia","CONSULTANCY","2026-02-01","Napoli","Partecipazione tavola rotonda","Fattura IT-20260201-728",739
"HCP","Dr. Sofia Pellegrini","PLLSFS62C18F205H","Ospedale Careggi (Firenze)","Neurologia","CONVENZIONI","2026-05-10","Bologna","Accordo di consulenza scientifica","Fattura IT-20260510-729",1777
"HCP","Dr. Chiara Giordano","GRDCHR88D08F205H","Ospedale Careggi (Firenze)","Ginecologia","DONAZIONI","2025-12-28","Bologna","Erogazione per attrezzature di reparto","Fattura IT-20251228-730",1745
"HCP","Dr. Valeria Giordano","GRDVLR50D11F205H","Ospedale Civile di Padova","Medicina Interna","CONFERENCE_SUPPORT","2026-02-10","Genova","Copertura spese di ospitalità","Fattura IT-20260210-731",113
"HCP","Dr. Alice Romano","RMNLCL50R15F205H","Policlinico di Bari","Ginecologia","CONVENZIONI","2026-05-11","Torino","Accordo di consulenza scientifica","Fattura IT-20260511-732",386
"HCP","Dr. Francesca Moretti","MRTFRN89H27F205H","Ospedale Sant'Orsola (Bologna)","Medicina Interna","CONFERENCE_SUPPORT","2026-03-27","Napoli","Quota di iscrizione congresso","Fattura IT-20260327-733",836
"HCP","Dr. Francesco Colombo","CLMFRN54D09F205H","Ospedale Civile di Padova","Pediatria","DONAZIONI","2026-05-22","Genova","Donazione materiale didattico","Fattura IT-20260522-734",1710
"HCP","Dr. Filippo Marino","MRNFLP54E08F205H","Ospedale Niguarda (Milano)","Medicina Interna","CONFERENCE_SUPPORT","2026-01-28","Milano","Copertura spese di ospitalità","Fattura IT-20260128-735",606
"HCP","Dr. Lorenzo Santoro","SNTLRN59T28F205H","Ospedale Molinette (Torino)","Chirurgia Generale","PRESENTATION","2026-04-04","Padova","Briefing scientifico aziendale","Fattura IT-20260404-736",268
"HCP","Dr. Francesca Bianchi","BNCFRN74R26F205H","Policlinico di Bari","Radiologia","PRESENTATION","2026-04-18","Torino","Presentazione di prodotto farmaceutico","Fattura IT-20260418-737",598
"HCP","Dr. Leonardo Colombo","CLMLNR71S27F205H","Ospedale San Martino (Genova)","Oncologia","CONFERENCE_SUPPORT","2026-03-02","Palermo","Rimborso spese viaggio e alloggio","Fattura IT-20260302-738",624
"HCP","Dr. Giorgia Mariani","MRNGRG56A10F205H","Ospedale Careggi (Firenze)","Pediatria","CONFERENCE_SUPPORT","2026-04-07","Bologna","Rimborso spese viaggio e alloggio","Fattura IT-20260407-739",186
"HCP","Dr. Sofia Giordano","GRDSFS80E13F205H","Policlinico di Bari","Neurologia","PRESENTATION","2026-03-02","Torino","Briefing scientifico aziendale","Fattura IT-20260302-740",590
"HCP","Dr. Beatrice Colombo","CLMBTR81L10F205H","Ospedale San Martino (Genova)","Cardiologia","CONVENZIONI","2026-03-16","Palermo","Incarico di docenza per seminario","Fattura IT-20260316-741",415
"HCP","Dr. Lorenzo Costa","CSTLRN69E06F205H","Ospedale Careggi (Firenze)","Cardiologia","PRESENTATION","2025-12-31","Bologna","Presentazione di prodotto farmaceutico","Fattura IT-20251231-742",449
"HCP","Dr. Alice Ricci","RCCLCL62M05F205H","Ospedale San Martino (Genova)","Anestesiologia","CONSULTANCY","2026-05-18","Palermo","Relazione scientifica convegno","Fattura IT-20260518-743",185
"HCP","Dr. Pietro Rinaldi","RNLPTR69T18F205H","Policlinico di Bari","Dermatologia","PRESENTATION","2026-05-20","Torino","Presentazione di prodotto farmaceutico","Fattura IT-20260520-744",78
